"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","AcceptedLastCmp","Generation","AcceptedPrv","TotalDays"
"694",1952,"Basic","Together",13084,0,0,29,2,0,7,3,7,10,1,1,0,3,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,240
"695",1949,"Master","Widow",47570,1,1,3,67,1,20,0,2,31,3,2,2,2,7,"0","0","0","0","0","0","1","Baby Boomer Generation",0,397
"696",1961,"Master","Married",61923,0,2,94,92,4,18,3,3,6,1,2,1,4,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,339
"697",1995,"Graduation","Single",34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,"0","0","0","0","0","0","0","Millenials",0,96
"698",1949,"PhD","Single",26518,1,1,33,20,1,28,3,3,2,3,2,0,3,8,"0","0","0","0","0","0","1","Baby Boomer Generation",0,448
"699",1961,"Graduation","Single",45938,0,0,46,273,11,178,62,83,29,2,8,4,6,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,239
"700",1960,"Graduation","Together",78468,0,0,29,434,22,388,104,22,34,1,10,7,10,4,"0","0","0","1","0","0","0","Baby Boomer Generation",1,82
"701",1973,"Graduation","Divorced",78901,0,1,99,321,11,309,33,26,34,3,9,3,5,4,"0","0","0","0","0","0","0","Generation X",0,286
"702",1978,"Graduation","Married",71427,2,0,26,212,123,177,15,64,23,2,8,2,8,4,"0","0","0","0","0","0","0","Generation X",0,110
"703",1978,"Graduation","Divorced",71022,0,1,30,909,12,278,0,12,242,3,5,2,11,8,"1","0","0","0","0","0","0","Generation X",1,139
"704",1988,"Master","Single",90247,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,"0","1","1","1","0","0","1","Millenials",3,62
"705",1968,"Master","Divorced",41335,1,0,24,112,19,21,16,14,5,3,4,1,4,7,"0","0","0","0","0","0","0","Generation X",0,186
"706",1986,"Graduation","Married",71952,1,0,93,656,80,455,52,107,93,2,8,4,8,4,"1","0","1","0","0","0","0","Millenials",2,536
"707",1970,"PhD","Divorced",35682,1,0,34,23,0,8,6,2,18,1,1,1,3,2,"0","0","0","0","0","0","0","Generation X",0,3
"708",1951,"Graduation","Divorced",43185,0,1,88,537,6,42,16,6,30,2,9,3,6,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,446
"709",1948,"PhD","Together",66375,0,1,96,712,0,45,0,0,191,3,2,4,5,7,"1","0","0","0","0","0","0","Baby Boomer Generation",1,221
"710",1971,"Master","Married",35178,1,0,10,23,1,13,2,2,18,1,1,1,2,7,"1","0","0","0","0","0","1","Generation X",1,536
"711",1986,"Graduation","Married",25252,1,0,26,1,3,4,2,2,6,1,1,0,2,8,"0","0","0","0","0","0","0","Millenials",0,353
"712",1965,"Master","Single",55250,0,1,49,664,58,83,32,0,66,4,7,5,10,5,"0","0","0","0","0","0","0","Generation X",0,617
"713",1975,"Graduation","Single",33249,1,0,11,6,10,21,19,14,42,2,2,1,3,6,"0","0","0","0","0","0","0","Generation X",0,495
"714",1953,"Graduation","Together",58398,0,0,44,299,5,201,21,21,49,3,5,4,8,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,412
"715",1982,"Graduation","Together",50272,1,0,75,99,13,66,43,8,4,3,4,1,5,7,"0","0","0","0","0","0","0","Millenials",0,327
"716",1975,"PhD","Married",76618,0,0,64,749,40,294,121,160,147,1,3,2,5,1,"0","0","0","0","0","0","0","Generation X",0,570
"717",1960,"2n Cycle","Divorced",87305,0,0,19,345,25,501,63,138,80,1,5,3,8,2,"0","0","1","0","0","0","1","Baby Boomer Generation",1,645
"718",1978,"Graduation","Together",25851,1,0,45,9,4,18,7,5,5,2,2,0,3,7,"0","0","0","0","0","0","0","Generation X",0,504
"719",1970,"Graduation","Divorced",58710,0,1,77,440,81,368,0,122,174,6,11,5,9,6,"0","0","0","0","0","0","0","Generation X",0,456
"720",1958,"Graduation","Single",45160,1,1,9,8,2,5,3,0,3,1,1,0,2,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,93
"721",1965,"Master","Married",74806,0,1,1,670,9,249,0,28,9,2,5,4,5,4,"0","0","0","0","0","0","0","Generation X",0,558
"722",1954,"Graduation","Married",59111,0,0,90,524,0,134,28,28,155,1,11,1,8,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,424
"723",1984,"PhD","Married",18988,1,0,43,6,0,6,2,1,1,2,1,0,3,7,"0","0","0","0","0","0","0","Millenials",0,38
"724",1965,"Graduation","Married",72190,0,0,79,597,166,597,172,166,249,1,5,6,4,3,"0","0","0","0","0","0","0","Generation X",0,502
"725",1976,"Graduation","Married",7500,1,0,19,7,0,12,13,7,32,5,4,1,2,9,"1","0","0","0","0","0","1","Generation X",1,698
"726",1966,"Graduation","Married",44794,0,1,99,54,0,7,0,0,4,1,2,0,3,6,"0","0","0","0","0","0","0","Generation X",0,22
"727",1955,"Graduation","Married",80395,0,0,62,445,25,706,80,76,48,1,6,5,12,2,"0","0","0","1","0","0","0","Baby Boomer Generation",1,219
"728",1976,"Master","Divorced",75012,0,0,41,294,142,218,164,58,151,1,3,8,11,1,"0","0","0","0","0","0","0","Generation X",0,156
"729",1965,"Master","Married",56962,2,1,60,292,3,77,10,3,26,7,6,3,5,7,"0","0","0","0","0","0","0","Generation X",0,262
"730",1991,"Graduation","Together",89891,0,0,17,412,22,132,59,28,183,1,11,6,8,4,"0","0","1","0","0","0","0","Millenials",1,441
"731",1949,"PhD","Divorced",35946,1,1,24,8,0,3,0,0,0,1,0,0,3,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,276
"732",1953,"PhD","Together",53593,1,1,60,349,4,78,6,0,43,8,7,2,6,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,692
"733",1978,"Graduation","Married",66373,1,1,57,328,9,124,12,24,109,7,4,2,10,3,"0","0","0","0","0","0","0","Generation X",0,383
"734",1948,"PhD","Divorced",45072,1,2,74,144,2,99,7,2,30,5,6,1,4,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,257
"735",1973,"Graduation","Divorced",89694,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,"0","1","1","1","0","0","0","Generation X",3,264
"736",1949,"Graduation","Married",72025,0,0,46,967,0,617,43,50,0,1,4,8,13,2,"0","1","1","1","0","0","1","Baby Boomer Generation",3,62
"737",1973,"Graduation","Married",67432,0,1,69,432,79,341,177,136,170,2,8,5,4,4,"0","0","0","0","0","0","0","Generation X",0,458
"738",1952,"Master","Together",70545,0,1,29,138,39,63,55,18,21,1,4,1,7,2,"0","0","0","0","0","0","0","Baby Boomer Generation",0,27
"739",1989,"Basic","Married",17487,1,0,37,0,0,1,7,4,6,1,1,0,2,7,"0","0","0","0","0","0","0","Millenials",0,469
"740",1969,"Graduation","Together",62882,0,1,26,509,133,497,78,24,97,2,7,5,6,4,"0","0","0","0","0","0","0","Generation X",0,690
"741",1953,"PhD","Single",64108,0,1,8,948,10,86,13,21,21,4,6,9,11,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,464
"742",1956,"Master","Together",34941,1,1,26,39,2,25,4,3,24,2,3,0,3,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,481
"743",1950,"PhD","Single",48767,1,2,79,28,1,21,3,0,10,3,2,1,3,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,180
"744",1978,"2n Cycle","Together",38702,1,0,71,13,11,24,13,8,40,2,3,0,4,6,"0","0","0","0","0","0","0","Generation X",0,333
"745",1964,"Graduation","Married",82224,0,0,83,307,26,360,138,31,40,1,6,9,5,3,"0","0","0","1","0","0","0","Baby Boomer Generation",1,156
"746",1952,"Graduation","Together",83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,"0","0","1","0","0","0","0","Baby Boomer Generation",1,414
"747",1975,"2n Cycle","Married",17003,1,0,37,2,5,12,4,8,7,3,2,0,4,5,"0","0","0","0","0","0","0","Generation X",0,203
"748",1995,"Graduation","Single",71163,0,0,30,283,17,372,138,106,44,1,3,8,12,1,"0","0","0","0","0","0","0","Millenials",0,113
"749",1970,"Graduation","Single",33697,1,0,34,4,3,7,0,3,11,1,1,0,2,7,"1","0","0","0","0","0","0","Generation X",1,288
"750",1954,"2n Cycle","Married",63564,0,0,0,769,80,252,15,34,65,1,10,10,7,6,"1","0","0","0","0","0","1","Baby Boomer Generation",1,152
"751",1972,"PhD","Together",83443,0,0,89,518,42,742,55,56,84,1,6,10,5,2,"0","0","0","0","0","0","0","Generation X",0,181
"752",1958,"PhD","Together",51518,0,1,92,350,8,66,17,4,4,2,3,2,10,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,270
"753",1975,"Graduation","Widow",58330,0,1,87,445,53,213,104,98,151,1,6,4,13,4,"0","0","0","0","0","0","0","Generation X",0,187
"754",1969,"Graduation","Married",80952,0,0,20,778,178,689,41,27,44,1,8,5,11,8,"0","1","1","1","0","0","1","Generation X",3,487
"755",1979,"Graduation","Together",75507,0,0,56,709,93,374,104,80,80,1,8,6,6,3,"0","0","0","0","0","0","0","Generation X",0,59
"756",1978,"2n Cycle","Together",63855,0,0,28,359,35,314,93,116,89,1,7,3,13,4,"0","0","0","0","0","0","0","Generation X",0,506
"757",1972,"PhD","Together",62220,0,1,55,799,12,375,16,12,12,5,7,6,5,6,"0","0","0","0","0","0","1","Generation X",0,688
"758",1964,"Graduation","Married",58512,0,1,25,895,10,101,13,0,152,5,3,4,8,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,284
"759",1979,"Master","Married",40662,1,0,0,40,2,23,0,4,23,2,2,1,3,4,"0","0","0","0","0","0","0","Generation X",0,472
"760",1959,"PhD","Married",38829,0,1,86,76,0,7,0,0,16,1,3,2,2,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,85
"761",1981,"2n Cycle","Married",35523,1,0,8,11,5,22,12,5,11,2,3,0,3,7,"0","0","0","0","0","0","0","Millenials",0,270
"762",1967,"Graduation","Single",79146,1,1,33,245,16,223,21,43,16,2,8,1,8,6,"0","0","0","0","0","0","0","Generation X",0,67
"763",1988,"Master","Married",78285,0,0,13,647,107,391,175,67,40,1,6,4,10,3,"0","0","0","0","0","0","0","Millenials",0,245
"764",1978,"PhD","Single",31626,1,0,12,39,1,9,2,1,34,1,2,1,2,7,"1","0","0","0","0","0","1","Generation X",1,416
"765",1952,"Graduation","Single",75127,0,0,92,203,35,305,46,17,227,1,2,11,5,1,"0","0","0","0","0","0","0","Baby Boomer Generation",0,39
"766",1955,"Graduation","Married",48726,0,1,90,138,3,38,4,0,59,3,3,2,4,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,429
"767",1977,"Graduation","Married",74985,0,0,8,587,51,898,247,0,86,1,3,6,7,2,"0","0","0","0","0","0","0","Generation X",0,657
"768",1987,"Graduation","Together",67430,0,0,6,595,97,291,127,133,121,1,11,5,12,6,"0","0","0","0","0","0","0","Millenials",0,663
"769",1965,"2n Cycle","Married",46891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,"0","0","0","0","0","0","0","Generation X",0,302
"770",1956,"Master","Married",62058,0,1,52,301,7,74,10,0,58,4,6,1,7,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,400
"771",1979,"Graduation","Married",72063,0,1,3,180,32,348,76,32,90,2,5,2,12,2,"0","0","0","0","0","0","0","Generation X",0,362
"772",1951,"PhD","Married",78939,0,0,57,794,115,243,150,0,205,1,8,5,6,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,200
"773",1965,"Graduation","Single",42720,1,1,9,392,5,91,28,26,112,8,7,3,7,8,"0","0","0","0","0","0","1","Generation X",0,432
"774",1972,"Graduation","Married",33622,1,1,22,39,1,22,3,4,12,3,2,0,4,7,"0","0","0","0","0","0","0","Generation X",0,443
"775",1957,"PhD","Together",6835,0,1,76,107,2,12,2,2,12,0,0,0,1,20,"0","0","0","0","0","0","0","Baby Boomer Generation",0,569
"776",1953,"Graduation","Together",41452,1,1,86,13,0,3,0,0,0,1,1,0,2,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,481
"777",1965,"PhD","Single",40760,0,1,64,70,0,17,0,0,6,2,2,1,3,6,"0","0","0","0","0","0","0","Generation X",0,304
"778",1958,"PhD","Together",74250,0,0,90,680,11,392,75,0,0,1,2,11,4,1,"0","0","0","0","0","0","0","Baby Boomer Generation",0,155
"779",1955,"Master","Single",51124,1,1,79,26,1,11,0,1,4,2,1,0,3,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,194
"780",1971,"Graduation","Single",72258,0,1,28,522,0,522,227,120,134,2,6,9,5,2,"0","0","0","0","0","0","0","Generation X",0,291
"781",1974,"PhD","Single",71466,0,0,86,412,12,546,78,182,0,1,4,4,10,1,"0","0","0","0","0","0","0","Generation X",0,86
"782",1976,"Graduation","Together",36283,1,1,42,6,5,5,8,0,5,2,1,0,3,4,"0","0","0","0","0","0","0","Generation X",0,77
"783",1970,"Graduation","Single",20587,1,0,39,2,3,6,4,1,9,1,1,1,2,7,"0","0","0","0","0","0","0","Generation X",0,50
"784",1972,"Graduation","Married",30467,1,0,8,1,3,8,2,5,5,1,1,0,2,7,"0","0","0","0","0","0","0","Generation X",0,103
"785",1972,"Graduation","Together",31590,1,0,40,6,2,15,6,6,3,1,1,0,3,8,"0","0","0","0","0","0","0","Generation X",0,377
"786",1986,"Basic","Married",20425,1,0,5,4,12,5,3,16,17,2,2,0,3,7,"0","0","0","0","0","0","0","Millenials",0,609
"787",1960,"Master","Together",17144,1,1,96,18,2,19,0,2,6,5,3,0,4,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,135
"788",1968,"PhD","Divorced",42564,0,1,28,324,48,186,39,18,198,6,6,8,4,7,"1","0","0","0","0","0","1","Generation X",1,544
"789",1978,"Master","Married",43783,1,0,22,327,9,125,25,4,139,6,7,1,8,7,"1","0","0","0","0","0","0","Generation X",1,32
"790",1976,"Graduation","Divorced",40780,0,1,30,229,27,71,13,3,34,4,7,1,5,9,"0","0","0","0","0","0","0","Generation X",0,660
"791",1945,"Master","Together",62847,0,0,45,521,168,706,80,76,61,1,3,6,4,2,"0","0","0","0","0","0","0","Silent Generation",0,531
"792",1957,"PhD","Married",82017,0,0,58,184,23,446,30,23,23,1,5,4,7,2,"0","1","1","1","0","0","1","Baby Boomer Generation",3,600
"793",1950,"Graduation","Single",16813,0,0,49,4,8,11,12,2,13,1,2,0,3,7,"1","0","0","0","0","0","0","Baby Boomer Generation",1,346
"794",1978,"Graduation","Married",51267,1,1,37,183,2,64,7,2,12,4,3,3,5,4,"0","0","0","0","0","0","0","Generation X",0,244
"795",1961,"Graduation","Single",46524,0,1,70,31,19,35,26,14,52,2,1,1,5,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,451
"796",1962,"Master","Single",45183,0,0,33,219,3,60,12,9,12,1,4,1,7,7,"0","1","0","0","0","0","0","Baby Boomer Generation",1,526
"797",1954,"PhD","Married",70421,0,1,98,479,28,136,75,14,35,3,10,3,7,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,2
"798",1965,"2n Cycle","Divorced",60161,0,1,17,584,44,212,46,8,177,3,11,4,8,8,"0","0","0","0","0","0","0","Generation X",0,615
"799",1973,"Graduation","Together",73926,0,0,54,627,91,597,159,91,15,1,6,5,12,3,"0","0","0","0","0","0","0","Generation X",0,485
"800",1968,"Graduation","Married",19329,1,0,39,24,1,16,12,2,5,3,4,0,3,8,"0","0","0","0","0","0","0","Generation X",0,198
"801",1970,"Master","Married",61872,0,1,81,330,5,159,36,27,16,4,4,4,9,4,"0","0","0","0","0","0","0","Generation X",0,199
"802",1956,"Graduation","Widow",46984,1,1,71,19,1,10,2,1,8,1,1,0,3,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,461
"803",1951,"Graduation","Married",34838,1,1,62,28,23,29,29,14,47,3,2,1,4,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,527
"804",1944,"PhD","Single",82716,0,0,8,606,148,228,15,148,22,1,6,8,13,2,"0","0","0","0","0","0","0","Silent Generation",0,237
"805",1958,"Graduation","Married",48192,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,"0","1","0","1","1","0","1","Baby Boomer Generation",3,450
"806",1976,"Master","Married",49681,0,2,66,411,0,26,0,0,21,6,7,1,7,7,"0","0","0","0","0","0","0","Generation X",0,238
"807",1971,"Master","Married",56850,0,1,83,34,1,19,2,7,0,1,1,1,3,2,"0","0","0","0","0","0","0","Generation X",0,99
"808",1957,"Graduation","Married",55267,0,1,28,161,28,136,32,3,45,4,3,4,6,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,252
"809",1972,"Graduation","Married",59666,1,1,87,623,53,178,23,17,133,7,3,2,8,8,"0","1","0","0","0","0","0","Generation X",1,465
"810",1972,"Graduation","Single",72504,0,1,43,604,26,470,123,161,94,2,5,9,6,2,"0","0","0","0","0","0","0","Generation X",0,450
"811",1981,"Graduation","Married",26872,0,0,0,3,10,8,3,16,32,1,1,1,2,6,"0","0","0","0","0","0","0","Millenials",0,257
"812",1972,"Graduation","Single",21359,1,0,1,12,2,17,6,1,10,2,2,0,3,8,"0","0","0","0","0","0","1","Generation X",0,436
"813",1975,"Graduation","Single",73170,0,0,1,184,174,256,50,30,32,1,5,4,6,2,"0","0","0","0","0","0","0","Generation X",0,30
"814",1955,"Master","Married",52750,0,1,72,393,0,239,90,69,69,6,5,7,9,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,511
"815",1986,"PhD","Together",91820,0,0,72,410,73,747,76,161,30,0,5,5,12,1,"0","0","0","0","0","0","0","Millenials",0,219
"816",1970,"PhD","Together",65968,0,1,12,376,9,83,19,4,4,2,5,4,7,3,"0","0","0","0","0","0","0","Generation X",0,49
"817",1976,"Graduation","Married",30772,1,1,89,7,2,4,2,1,4,1,1,0,2,6,"0","0","0","0","0","0","0","Generation X",0,110
"818",1954,"Graduation","Single",22507,0,0,67,68,0,226,51,157,68,3,10,2,4,9,"0","0","0","0","0","0","0","Baby Boomer Generation",0,583
"819",1972,"Graduation","Married",65685,0,1,54,642,14,49,0,7,57,1,9,2,9,5,"0","0","0","0","0","0","0","Generation X",0,93
"820",1978,"2n Cycle","Married",25804,1,0,34,8,7,9,13,6,12,2,2,0,3,8,"0","0","0","0","0","0","0","Generation X",0,302
"821",1980,"PhD","Single",76412,0,0,15,840,53,804,23,71,17,1,5,4,8,3,"0","0","1","1","0","0","1","Generation X",2,421
"822",1972,"Graduation","Married",22063,1,0,43,7,10,13,3,11,11,2,2,0,3,7,"0","0","0","0","0","0","0","Generation X",0,326
"823",1961,"Graduation","Single",57091,0,0,0,464,5,64,7,0,37,1,7,3,7,5,"0","0","0","0","1","0","1","Baby Boomer Generation",1,15
"824",1963,"Graduation","Married",22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,438
"825",1959,"Graduation","Together",87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,"0","1","1","1","1","0","1","Baby Boomer Generation",4,404
"826",1959,"2n Cycle","Divorced",78353,0,1,51,752,122,476,39,153,34,1,10,2,11,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,440
"827",1954,"Graduation","Married",93404,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,"0","1","1","0","0","0","0","Baby Boomer Generation",2,419
"828",1962,"Graduation","Divorced",37859,1,2,75,22,1,8,2,1,2,2,1,0,3,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,534
"829",1958,"PhD","Widow",80995,0,1,83,860,28,409,73,56,56,1,8,9,4,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,415
"830",1984,"Graduation","Together",16529,1,0,23,3,0,5,13,0,1,1,1,0,3,6,"0","0","0","0","0","0","0","Millenials",0,121
"831",1976,"PhD","Divorced",55412,1,1,65,10,5,28,11,1,8,1,2,0,3,5,"0","0","0","0","0","0","0","Generation X",0,220
"832",1992,"Graduation","Single",48789,0,0,94,351,16,156,7,5,145,1,6,4,7,6,"0","0","0","0","0","0","0","Millenials",0,658
"833",1967,"PhD","Together",56575,0,2,42,421,5,90,0,16,10,3,7,3,7,5,"0","0","0","0","0","0","0","Generation X",0,421
"834",1980,"2n Cycle","Together",25130,1,0,10,2,5,7,0,18,18,2,2,0,3,7,"0","0","0","0","0","0","0","Generation X",0,271
"835",1967,"Graduation","Married",35441,1,1,94,25,1,9,2,1,1,2,1,0,3,8,"0","0","0","0","0","0","0","Generation X",0,501
"836",1956,"Graduation","Married",71391,0,1,50,336,123,274,46,123,141,5,6,5,12,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,458
"837",1972,"Master","Single",49494,1,0,46,191,9,97,0,6,82,2,6,1,5,7,"0","0","0","0","0","0","0","Generation X",0,431
"838",1980,"Graduation","Divorced",81702,0,0,98,563,50,774,28,31,187,1,7,7,12,3,"0","0","0","0","0","0","0","Generation X",0,645
"839",1980,"2n Cycle","Single",45889,0,1,42,31,0,6,0,1,8,1,1,0,3,6,"0","0","0","0","0","0","0","Generation X",0,363
"840",1977,"Graduation","Single",56628,0,1,30,479,5,82,7,17,171,2,7,6,5,5,"1","0","0","0","0","0","0","Generation X",1,101
"841",1950,"Graduation","Together",34026,1,1,11,18,6,15,12,8,17,3,2,1,3,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,329
"842",1974,"Graduation","Married",40049,0,1,61,91,65,52,10,44,28,3,3,2,6,5,"0","0","0","0","0","0","0","Generation X",0,578
"843",1988,"Graduation","Single",34176,1,0,12,5,7,24,19,14,20,4,3,0,4,6,"0","0","0","0","0","0","0","Millenials",0,49
"844",1981,"Graduation","Married",19419,1,0,76,2,14,28,16,3,7,4,4,0,3,9,"0","0","0","0","0","0","0","Millenials",0,597
"845",1960,"2n Cycle","Married",82504,0,0,2,362,50,431,134,35,54,1,3,6,7,1,"0","0","0","0","0","0","0","Baby Boomer Generation",0,338
"846",1970,"Graduation","Together",81205,0,0,43,724,74,929,97,55,130,1,5,6,7,2,"1","0","1","0","1","0","1","Generation X",3,168
"847",1991,"2n Cycle","Single",61618,0,0,27,605,91,399,0,45,205,2,3,6,8,3,"0","0","0","0","0","0","0","Millenials",0,639
"848",1956,"Master","Single",55284,0,1,60,547,7,140,0,7,63,3,7,5,8,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,553
"849",1963,"Graduation","Single",49980,0,1,79,104,1,54,13,9,14,2,3,1,5,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,250
"850",1980,"Graduation","Married",15072,2,0,96,8,2,15,0,10,18,4,3,1,3,5,"0","0","0","0","0","0","0","Generation X",0,416
"851",1974,"Graduation","Single",49166,0,1,17,224,2,25,7,0,110,2,5,3,3,6,"0","0","0","0","0","0","0","Generation X",0,382
"852",1954,"PhD","Married",65324,0,1,0,384,0,102,21,32,5,3,6,2,9,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,170
"853",1957,"2n Cycle","Married",82347,0,0,38,556,54,845,202,133,63,1,7,7,10,3,"1","0","0","1","0","0","0","Baby Boomer Generation",2,601
"854",1966,"PhD","Together",30843,1,1,43,24,0,2,0,0,9,2,1,1,2,5,"1","0","0","0","0","0","0","Generation X",1,35
"855",1974,"PhD","Married",46374,0,1,1,408,0,21,0,0,17,3,7,1,7,8,"0","1","0","1","0","0","1","Generation X",2,105
"856",1979,"Graduation","Single",60474,0,1,25,265,199,303,234,9,170,7,10,2,12,7,"0","0","0","0","0","0","0","Generation X",0,455
"857",1973,"Master","Married",38576,0,1,2,34,0,7,0,0,0,1,1,0,3,7,"0","0","0","0","0","0","0","Generation X",0,118
"858",1985,"Graduation","Married",55357,2,0,66,374,64,116,84,25,64,3,6,2,11,5,"0","0","0","0","0","0","0","Millenials",0,496
"859",1966,"Graduation","Together",37758,1,1,49,27,2,10,0,0,1,2,1,0,3,8,"0","0","0","0","0","0","0","Generation X",0,634
"860",1989,"2n Cycle","Married",85710,0,0,5,600,20,350,29,30,33,1,6,9,10,2,"0","0","1","0","0","0","0","Millenials",1,421
"861",1969,"Graduation","Together",23228,1,0,71,13,2,18,6,1,0,2,2,0,3,8,"0","0","0","0","0","0","0","Generation X",0,155
"862",1969,"Master","Together",44602,1,1,35,167,2,89,0,0,34,6,6,1,4,8,"0","0","0","0","0","0","0","Generation X",0,135
"863",1987,"Graduation","Married",7500,0,0,94,0,2,3,4,1,5,1,0,0,3,6,"0","0","0","0","0","0","0","Millenials",0,537
"864",1989,"2n Cycle","Together",38683,1,0,80,46,35,69,84,41,66,6,4,1,6,7,"0","0","0","0","0","0","0","Millenials",0,634
